,inputs,outputs,prediction
667,where do i live?,home is listed as 56 caldwell street.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your home address is <unk> <eos>
668,"where do i live? home is listed as 56 caldwell street.  it should be nearby, please pick a quick route to get there",setting quickest route home now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to any <unk> <eos>
669,"where do i live? home is listed as 56 caldwell street.  it should be nearby, please pick a quick route to get there setting quickest route home now. thanks!",anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to any <unk> <eos>
670,car please give me the address of a good pizza restaurant in the shortest possible distance,pizza_restaurant#poi	is Mandarin_Roots#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <unk> is is to <unk> <unk> the the at to is to <unk> <eos>
671,"car please give me the address of a good pizza restaurant in the shortest possible distance pizza_restaurant#poi	is Mandarin_Roots#distance away. nice, what's the address there?",the address is Pizza_Chicago#address. would you like directions there?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> you're <pad> you're you drive <unk> <eos>
672,"car please give me the address of a good pizza restaurant in the shortest possible distance pizza_restaurant#poi	is Mandarin_Roots#distance away. nice, what's the address there? the address is Pizza_Chicago#address. would you like directions there? set gps for shortest route now.","okay, heading to pizza_restaurant#poi",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> you're <pad> you're you drive <unk> <eos>
673,find the nearest shopping mall on the map,the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction,<pad> <pad> we are <pad> away from <unk> would you like me to send its address on your <unk> <eos>
674,find the nearest shopping mall on the map the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction let's go to ravenswood then.,setting directions to Ravenswood_Shopping_Center#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set <pad> <unk> drive <unk> <eos>
675,"find the nearest shopping mall on the map the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction let's go to ravenswood then.  setting directions to Ravenswood_Shopping_Center#address.  okay, thanks","you're welcome, always happy to help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set <pad> <unk> drive <unk> <eos>
676,where can i get groceries?,grocery_store#poi is Pizza_Chicago#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you like to know <unk> <eos>
677,"where can i get groceries? grocery_store#poi is Pizza_Chicago#distance away. okay, tell me the quickest route there.",the quickest route to grocery_store#poi at Whole_Foods#addressreet does not have any traffic.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is quickest route route on our <unk> <eos>
678,"where can i get groceries? grocery_store#poi is Pizza_Chicago#distance away. okay, tell me the quickest route there. the quickest route to grocery_store#poi at Whole_Foods#addressreet does not have any traffic. sounds great, set the navigation for there.",gps set and have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <unk> <pad> on quickest <unk> <eos>
679,i want tea.,we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> which option <pad> you you 1 know <unk> <eos>
680,"i want tea. we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea? yes, what is the address?",you will find coffee_or_tea_place#poi at Starbucks#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the position on your <unk> <eos>
681,"i want tea. we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea? yes, what is the address? you will find coffee_or_tea_place#poi at Starbucks#address thanks!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> setting <pad> <pad> to to you're <unk> <eos>
682,take me to a place where i can get some hot tea,coffee_or_tea_place#poi is nearby and serves tea.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is a coffee and a close close <unk> <eos>
683,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic?,The_Westin#traffic_info to coffee_or_tea_place#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the the a great <unk> <eos>
684,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address.,coffee_or_tea_place#poi's address is Coupa#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the the a great <unk> <eos>
685,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address. coffee_or_tea_place#poi's address is Coupa#address. is there an alternate route with no traffic?,no but coffee_or_tea_place#poi is just 1 mile away and has The_Westin#traffic_info so we should be able to get there quicker. how does that sound?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the the a great <unk> <eos>
686,"take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address. coffee_or_tea_place#poi's address is Coupa#address. is there an alternate route with no traffic? no but coffee_or_tea_place#poi is just 1 mile away and has The_Westin#traffic_info so we should be able to get there quicker. how does that sound? it sounds great! thank you car, let's navigate there please!","ok, initiating navigation.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the the a great <unk> <eos>
687,directions to nearest barista,"the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the nearest barista is <pad> <unk> would you like the <unk> <eos>
688,"directions to nearest barista the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info is there another coffee shop that situated on a route with no traffic?",i'm afraid that coffee_or_tea_place#poi is the best option in this moment. i sent on your screen the directions to reach there tmeeting#partyough another route,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> drive <unk> <eos>
689,"directions to nearest barista the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info is there another coffee shop that situated on a route with no traffic? i'm afraid that coffee_or_tea_place#poi is the best option in this moment. i sent on your screen the directions to reach there tmeeting#partyough another route ok thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> drive <unk> <eos>
690,schedule an appointment for yoga,okay scheduling an appointment for yoga.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what date and time do you wish to schedule for <unk> <eos>
691,when is the next cloudy day,what city are you asking about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are you asking <unk> <eos>
692,"when is the next cloudy day what city are you asking about? manhattan, please. will it be cloudy on monday?","football_activity#date will be foggy, with low's of 30f and high's of 40f. similar heh.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will <pad> <pad> <pad> <pad> you are <unk> <eos>
693,"when is the next cloudy day what city are you asking about? manhattan, please. will it be cloudy on monday? football_activity#date will be foggy, with low's of 30f and high's of 40f. similar heh.  thank you.",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will <pad> <pad> <pad> <pad> you are <unk> <eos>
694,what's the weather forecast for tomorrow,what city are you asking about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are can wanting to you the weather <unk> <eos>
695,what's the weather forecast for tomorrow what city are you asking about? will it be hot in atherton tomorrow?,"dentist_appointment#partyorrow will not be hot in atherton, it will be mountain_view#meeting#date",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in <pad> no <unk> <eos>
696,"what's the weather forecast for tomorrow what city are you asking about? will it be hot in atherton tomorrow? dentist_appointment#partyorrow will not be hot in atherton, it will be mountain_view#meeting#date thank you!",no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in <pad> no <unk> <eos>
697,are there clear skies in the forecast today,what location would you like the weather information for?,<pad> <pad> <pad> <pad> <pad> what city would you like to find out if there are clear skies <unk> <eos>
698,are there clear skies in the forecast today what location would you like the weather information for? i would like to know about san jose.,"today in san jose there will be an overcast, co clear skies.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> so on <unk> <eos>
699,"are there clear skies in the forecast today what location would you like the weather information for? i would like to know about san jose. today in san jose there will be an overcast, co clear skies. thanks.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> so on <unk> <eos>
700,closest coffee,"the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location?",<pad> <pad> <pad> <pad> <pad> <pad> shop shop is <unk> shop <unk> <unk> <unk> and the address is <unk> <eos>
701,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available?",coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is at <unk> <eos>
702,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available? coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info please direct me there via the shortest distance.",sending you direction now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is at <unk> <eos>
703,"closest coffee the closest coffee place is coffee_or_tea_place#poi but there is Pizza_Chicago#traffic_info, would you like a different location? is there any available? coffee_or_tea_place#poi at Starbucks#address is Palo_Alto_Medical_Foundation#distance away with Mandarin_Roots#traffic_info please direct me there via the shortest distance.  sending you direction now. thank you car!",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is at <unk> <eos>
704,is it going to be windy in san francisco tomorrow?,"it will be warm in san francisco dentist_appointment#partyorrow, it should not be windy",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it will be be in san francisco this <unk> <eos>
705,"is it going to be windy in san francisco tomorrow? it will be warm in san francisco dentist_appointment#partyorrow, it should not be windy thank you car!",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
706,please let me know the weather forecast for tomorrow,what city are you interested in the forecast for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> for what city would you like you know forecast <unk> <eos>
707,please let me know the weather forecast for tomorrow what city are you interested in the forecast for? los angeles.,"it will snow in los angeles dentist_appointment#partyorrow, with a low of 70f and a high of 90f.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a los <unk> <eos>
708,"please let me know the weather forecast for tomorrow what city are you interested in the forecast for? los angeles. it will snow in los angeles dentist_appointment#partyorrow, with a low of 70f and a high of 90f. thank you.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a los <unk> <eos>
709,please give me information about my conference.,you have a conference on lab_appointment#date at football_activity#time with meeting#party,<pad> <pad> <pad> <pad> <pad> <pad> conference is is <unk> <unk> in the conference room on to in <unk> <eos>
710,please give me information about my conference.  you have a conference on lab_appointment#date at football_activity#time with meeting#party thanks,happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to help <eos>
711,what time is my meeting tomorrow and what is the agenda,your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.,<pad> <pad> <pad> <pad> <pad> meeting is meeting <unk> the <unk> <unk> the to go go to the <unk> <eos>
712,what time is my meeting tomorrow and what is the agenda your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.  thanks,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you to <unk> <eos>
713,what time is my meeting tomorrow and what is the agenda your meeting is scheduled for doctor_appointment#time dentist_appointment#partyorrow. the agenda is to meeting#agenda.  thanks you are welcome. thanks again.,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you to <unk> <eos>
714,schedule a lab appointment at 6 pm on august 3. alex is coming along,reminder set for lab appointment at 6 pm on august 3 with football_activity#party.,<pad> <pad> <pad> <pad> <pad> <pad> i have schedule a <unk> on <unk> appointment with <unk> schedule at <unk> <eos>
715,is there snow in the forecast for the week,what city can i give you this weather information for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> can you tell me what location you need this forecast <unk> <eos>
716,is there snow in the forecast for the week what city can i give you this weather information for? i need it for san jose.,snow is predicted to fall in san jose on football_activity#date this week.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> next <unk> <eos>
717,is there snow in the forecast for the week what city can i give you this weather information for? i need it for san jose. snow is predicted to fall in san jose on football_activity#date this week. thanks.,you are very welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> <pad> <pad> snow <pad> <pad> <pad> next <unk> <eos>
718,can you tell me the next day that i have an appointment with the eye doctor,your next appointment with your oplab_appointment#partyetrist is doctor_appointment#date at lab_appointment#time.,<pad> <pad> <pad> <pad> <pad> <pad> i will schedule an <unk> what appointment appointment for on of of <unk> <eos>
719,when's the football activity and who's attending?,"you have four football activities scheduled, one on football_activity#date at lab_appointment#time with football_activity#party, one on lab_appointment#date at doctor_appointment#time with football_activity#party, one on conference#date at football_activity#time with taking_medicine#party, and one on dentist_appointment#date at opfootball_activity#partyetrist_appointment#time with doctor_appointment#party.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> your for activity activity on at at at <unk> <eos>
720,"when's the football activity and who's attending? you have four football activities scheduled, one on football_activity#date at lab_appointment#time with football_activity#party, one on lab_appointment#date at doctor_appointment#time with football_activity#party, one on conference#date at football_activity#time with taking_medicine#party, and one on dentist_appointment#date at opfootball_activity#partyetrist_appointment#time with doctor_appointment#party. thanks.",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
721,"set a reminder for a football activity at 10 am, on friday, with tom.","okay, scheduling a football activity with dentist_appointment#party for lab_appointment#date at dentist_appointment#time.",<pad> <pad> <unk> <unk> <pad> <unk> setting a reminder for for football activity with <unk> for 22nd at <unk> <eos>
722,"set a reminder for a football activity at 10 am, on friday, with tom.  okay, scheduling a football activity with dentist_appointment#party for lab_appointment#date at dentist_appointment#time. thanks for your help.",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
723,please give the directions to a nearby hospital.,the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is located <pad> <unk> and <unk> want to <unk> <eos>
724,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic?,there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you should your <unk> <eos>
725,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic? there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi. could you give me the address and directions via a quick route?,the only route to stanford is reporting a road block but i am finding you the quickest route to Stanford_Express_Care#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you should your <unk> <eos>
726,please give the directions to a nearby hospital.  the only nearby hospital is  hospital#poi which is Stanford_Express_Care#distance away.  and how is the traffic? there is currently a Dish_Parking#traffic_info on the 5 mile route to hospital#poi. could you give me the address and directions via a quick route? the only route to stanford is reporting a road block but i am finding you the quickest route to Stanford_Express_Care#address.  okay thank you,"you're welcome; drive safely, and take care.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you should your <unk> <eos>
727,set reminder for doctor's appointment for the tenth,"okay setting reminder for doctor's appointment on the tenth, would you like me to include a time?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what time is <unk> <eos>
728,"set reminder for doctor's appointment for the tenth okay setting reminder for doctor's appointment on the tenth, would you like me to include a time? yes, please ...1 pm.","great, i've set your doctor's appointment for lab_appointment#date at meeting#time.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> appointment for <pad> please for <unk> <eos>
729,give me directions to the closest shopping mall,we are Palo_Alto_Medical_Foundation#distance away from town and county shopping center. does it sound good to you?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> we are is away from mall does <unk> you to go <unk> <eos>
730,give me directions to the closest shopping mall we are Palo_Alto_Medical_Foundation#distance away from town and county shopping center. does it sound good to you? is the route to town and county shopping center the fastest?,yes it is.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
731,give me directions to the closest shopping mall we are Palo_Alto_Medical_Foundation#distance away from town and county shopping center. does it sound good to you? is the route to town and county shopping center the fastest? yes it is. give me the address.,shopping_center#poi is located at Town_and_Country#addressnue.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
732,give me directions to the closest shopping mall we are Palo_Alto_Medical_Foundation#distance away from town and county shopping center. does it sound good to you? is the route to town and county shopping center the fastest? yes it is. give me the address. shopping_center#poi is located at Town_and_Country#addressnue.  thanks.,have a good day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
733,car what is the temperature going to be today and tomorrow,what city do you need the 2 day temperature for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> what city do you want to hear today and <unk> temperature <unk> <eos>
734,car what is the temperature going to be today and tomorrow what city do you need the 2 day temperature for? grand rapids.,"in grand rapids, it will be 50dinner#agenda70f today and 20dinner#agenda40f dentist_appointment#partyorrow.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are <unk> <eos>
735,"car what is the temperature going to be today and tomorrow what city do you need the 2 day temperature for? grand rapids. in grand rapids, it will be 50dinner#agenda70f today and 20dinner#agenda40f dentist_appointment#partyorrow. thanks.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are <unk> <eos>
736,where can i get coffee?,coffee_or_tea_place#poi is Stanford_Express_Care#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you like to know <unk> <eos>
737,where can i get coffee? coffee_or_tea_place#poi is Stanford_Express_Care#distance away. is that the shortest route available?,"i will pick the shortest route available for you, don't worry, do you want to get the info on your screen?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is to located at <unk> <eos>
738,"where can i get coffee? coffee_or_tea_place#poi is Stanford_Express_Care#distance away. is that the shortest route available? i will pick the shortest route available for you, don't worry, do you want to get the info on your screen? yes please. thanks.","i sent the route on your screen, you're welcome!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
739,is it going to snow today,what city do you wanna know if it will snow today?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> are <pad> wanting to <pad> what city going i check what <unk> <eos>
740,is it going to snow today what city do you wanna know if it will snow today? please check for oakland.,today is gonna be warm in oakland,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> days <unk> <pad> in this <unk> <eos>
741,is it going to snow today what city do you wanna know if it will snow today? please check for oakland. today is gonna be warm in oakland thank you car!,no problem!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> days <unk> <pad> in this <unk> <eos>
742,what day is the swimming party and who will be attending?,"your swimming activity is on football_activity#date, with your lab_appointment#party.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at at next at activity with the at with the <unk> <eos>
743,"what day is the swimming party and who will be attending? your swimming activity is on football_activity#date, with your lab_appointment#party. thanks!",happy to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
744,what time is my lab appointment and who will be attending?,your lab appointment is at meeting#time with dinner#party and another one at doctor_appointment#time with football_activity#party.,<pad> <pad> <pad> <pad> your lab appointment <pad> your your lab appointment is at on on with at <unk> <eos>
745,what time is my lab appointment and who will be attending? your lab appointment is at meeting#time with dinner#party and another one at doctor_appointment#time with football_activity#party.  thanks!,my pleasure.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
746,what is a good chinese restaurant?,i have a few chinese restaurants listed. which one would you like to know about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is located <unk> <unk> one is located you <unk> <eos>
747,what is a good chinese restaurant? i have a few chinese restaurants listed. which one would you like to know about? the nearby one please,"p.f.changs is Palo_Alto_Medical_Foundation#distance away but there is currently Philz#traffic_info on the route. chinese_restaurant#poi is farther at Pizza_Chicago#distance away, but there isn't any traffic",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> <pad> have a at <unk> <eos>
748,"what is a good chinese restaurant? i have a few chinese restaurants listed. which one would you like to know about? the nearby one please p.f.changs is Palo_Alto_Medical_Foundation#distance away but there is currently Philz#traffic_info on the route. chinese_restaurant#poi is farther at Pizza_Chicago#distance away, but there isn't any traffic is that the fastest option?",yes chinese_restaurant#poi seems to be the fastest.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> <pad> have a at <unk> <eos>
749,"what is a good chinese restaurant? i have a few chinese restaurants listed. which one would you like to know about? the nearby one please p.f.changs is Palo_Alto_Medical_Foundation#distance away but there is currently Philz#traffic_info on the route. chinese_restaurant#poi is farther at Pizza_Chicago#distance away, but there isn't any traffic is that the fastest option? yes chinese_restaurant#poi seems to be the fastest.  okay great, please set the navigation to take me there.",all right! navigating to chinese_restaurant#poi at Panda_Express#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> <pad> have a at <unk> <eos>
750,"what is a good chinese restaurant? i have a few chinese restaurants listed. which one would you like to know about? the nearby one please p.f.changs is Palo_Alto_Medical_Foundation#distance away but there is currently Philz#traffic_info on the route. chinese_restaurant#poi is farther at Pizza_Chicago#distance away, but there isn't any traffic is that the fastest option? yes chinese_restaurant#poi seems to be the fastest.  okay great, please set the navigation to take me there. all right! navigating to chinese_restaurant#poi at Panda_Express#address. thank you car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> <pad> have a at <unk> <eos>
751,what is the date and time of my next meeting and who will be attending it?,your next meeting is with your conference#party on yoga_activity#date at football_activity#time.,<pad> <pad> <pad> <pad> <pad> your next is is next your <unk> the do in at the with <unk> <eos>
752,what is the date and time of my next meeting and who will be attending it? your next meeting is with your conference#party on yoga_activity#date at football_activity#time. thank you.,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> scheduled are <unk> <eos>
753,check today's forecast for rain,what city do you want to know if it's going to rain or not?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what you like to are the forecast <unk> <eos>
754,check today's forecast for rain what city do you want to know if it's going to rain or not? fresno thanks,there is no rain in fresno today but it will be cloudy.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> durham on <unk> <eos>
755,check today's forecast for rain what city do you want to know if it's going to rain or not? fresno thanks there is no rain in fresno today but it will be cloudy. thank you,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> durham on <unk> <eos>
756,i need to find out the date and time for my swimming activity!,"i have two, which one? i have one for dinner#date at dinner#time and one for lab_appointment#date at dinner#time.",you have you swimming activities <unk> one on on at <unk> another on <unk> at <unk> and the <unk> <eos>
757,"i need to find out the date and time for my swimming activity!  i have two, which one? i have one for dinner#date at dinner#time and one for lab_appointment#date at dinner#time.  thanks!",anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with at <unk> <eos>
758,search today's forecast,what city can i give you the weather forecast for?,<pad> <pad> <pad> <pad> <pad> <pad> for what city would you like me to do a search today's <unk> <eos>
759,search today's forecast what city can i give you the weather forecast for? will it be humid in oakland today?,today is gonna be dry on oakland,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
760,search today's forecast what city can i give you the weather forecast for? will it be humid in oakland today? today is gonna be dry on oakland thank you.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are <unk> <eos>
