,inputs,outputs,prediction
1686,is the weather cloudy right now what city do you want the weather for? fresno,there are no clouds in fresno right now.,"['<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', '<unk>', '<unk>', 'will', 'be', 'be', '<unk>', 'monday', '<unk>', '<unk>', '<unk>', 'tuesday', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'friday', 'friday', 'friday', 'friday', '<unk>', 'and', 'and', 'on', 'on', '<eos>', '<eos>']"
1687,is the weather cloudy right now what city do you want the weather for? fresno there are no clouds in fresno right now. thanks.,anytime.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'for', 'is', 'a', 'a', 'and', 'and', '<unk>', '<unk>', 'a', 'on', 'on', 'on', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', '<unk>', '<unk>', '<eos>', '<eos>']"
1688,give me the location for the nearest starbucks,there is no starbucks listed locally but i have another coffee shop listed would you like the address to it?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'not', 'not', 'not', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'miles', 'away', 'away', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'it', 'it', '<unk>', '<unk>', '<eos>', '<eos>']"
1689,give me the location for the nearest starbucks there is no starbucks listed locally but i have another coffee shop listed would you like the address to it? yes please.,"then let's go at cafe venetia, 269 alger dr","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'a', 'a', 'a', 'and', 'and', 'and', 'and', 'about', 'about', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', '<unk>', '<eos>', '<eos>']"
1690,find directions to the nearest starbucks,there is no starbucks close but there is two others; one is coupa that is 6 miles away and the other is cafe venetia which is 3 miles away. which one do you want?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'for', 'for', 'for', 'for', 'a', 'a', 'a', 'a', 'a', 'miles', 'miles', '<unk>', '<unk>', 'for', 'there', 'there', 'a', 'a', 'a', 'a', '<unk>', '<unk>', '<eos>', '<eos>']"
1691,is it supposed to snow today,where would you like to know if it will snow?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'are', 'are', 'miles', 'miles', 'there', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'there', 'there', 'there', 'there', 'of', 'of', 'of', 'of', 'the', '<unk>', '<unk>', '<eos>', '<eos>']"
1692,is it supposed to snow today where would you like to know if it will snow? i want to know about corona please.,no it's not forecast to snow in corona today; the forecast is humid with a low of 70f and a high of 90f.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'week', 'a', 'a', 'a', 'a', 'and', 'and', 'and', 'and', 'traffic', 'traffic', 'and', 'and', 'and', '<unk>', 'you', 'to', 'to', 'to', 'to', 'to', '<unk>', '<unk>']"
1693,give me directions to a place to sleep,the travelers lodge is closest to you at 6 miles away in moderate traffic. would you like directions there?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', '<unk>', '<unk>', '<unk>', '<unk>', 'miles', 'miles', 'away', '<unk>', '<unk>', '<unk>', '<unk>', 'no', 'no', 'no', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'should', 'should', 'to', 'to', 'to', 'in', '<unk>', '<eos>', '<eos>']"
1694,"give me directions to a place to sleep the travelers lodge is closest to you at 6 miles away in moderate traffic. would you like directions there? yes, please, pick a quick route!",i'm setting the gps for 333 arbol dr.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'street', 'street', 'street', 'street', 'street', 'is', 'is', 'alester', 'alester', 'ave', 'to', '<eos>', '<eos>', '<eos>']"
1695,"i'm desiring to eat at some chinese restaurant, is there anything in this local area?",we're 5 miles away from p.f. changs: do you want to go there?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', '<unk>', 'is', 'the', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', 'would', 'you', 'like', 'to', 'to', 'the', 'the', '<unk>', '<unk>', '<eos>']"
1696,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're 5 miles away from p.f. changs: do you want to go there? yes, please, and pick a route to avoid all heavy traffic",taking you to pf changs.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'not', 'not', 'not', '<unk>', 'does', 'state', 'state', 'hot', '60f', 'highs', 'weekend', 'highs', 'temperatures', '70f', '<eos>', '<eos>', '<eos>', '<eos>']"
1697,which days are rain forecasted,what city would you like weather information about?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'it', 'be', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1698,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now.,the weather forecast for oakland does not show rain right now.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'is', 'is', 'the', 'on', 'on', '<unk>', 'on', 'on', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1699,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now. the weather forecast for oakland does not show rain right now. thanks.,you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'not', 'to', 'to', 'to', 'tuesday', 'does', 'state', 'to', 'to', '60f', 'will', 'will', 'be', 'be', 'be', '<eos>', '<eos>', '<eos>', '<eos>']"
1700,schedule a conference at 6 pm on the tenth with sales team.,i will schedule a conference at 6 pm on the tenth with sales team.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1701,schedule a conference at 6 pm on the tenth with sales team. i will schedule a conference at 6 pm on the tenth with sales team.  thank you.,you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'the', 'the', 'the', 'the', 'the', 'and', 'center', 'center', 'the', 'the', 'the', 'the', 'the', 'seat', '<unk>', '<unk>', 'broken', 'broken', '<unk>', '<unk>', '<eos>']"
1702,please set a reminder to take medicine at 7pm tuesday with ana.,"okay, setting a reminder to take your medicine with ana at 7 pm on tuesday.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'two', 'schedules', 'schedules', 'schedules', '<unk>', 'with', 'with', 'with', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>']"
1703,"please set a reminder to take medicine at 7pm tuesday with ana. okay, setting a reminder to take your medicine with ana at 7 pm on tuesday. thanks.",you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'a', 'a', 'a', 'center', 'center', 'center', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']"
1704,find me a gas station.,chevron is 6 miles away.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'miles', 'miles', 'miles', 'miles', 'and', 'and', 'traffic', 'traffic', '<unk>', '<unk>', '<unk>', 'traffic', 'traffic', 'is', 'is', 'a', 'a', 'traffic', 'traffic', 'which', 'which', 'do', 'you', 'you', 'prefer', '<eos>', '<eos>']"
1705,find me a gas station. chevron is 6 miles away. are there any other locations that will take less time to reach?,"i'm sorry, chevron is the only gas station i am able to locate","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'a', 'a', 'a', 'street', 'street', 'there', 'there', 'there', 'there', 'there', 'is', 'on', '<unk>', '<unk>', '<unk>', 'you', 'to', 'to', 'to', 'the', 'the', 'there', 'there', '<eos>', '<eos>']"
1706,schedule a reminder to take medicine with martha for saturday at 2pm.,your reminder has been set for saturday at 2pm to take medicine with martha.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'is', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1707,are there any chinese restaurants nearby?,we're 3 miles away from chef chu's and 6 miles away from mandarin roots,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'is', 'is', 'miles', 'miles', 'away', 'away', 'there', 'there', '<unk>', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'away', 'away', 'is', 'there', 'there', 'traffic', 'traffic', 'traffic', 'you', 'you', 'the', '<unk>', '<eos>', '<eos>', '<eos>']"
1708,are there any chinese restaurants nearby? we're 3 miles away from chef chu's and 6 miles away from mandarin roots which one has the fastest route?,chef chu's is closer.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'on', 'route', 'route', '<unk>', '<unk>', 'i', 'try', 'try', 'to', 'the', 'the', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1709,are there any chinese restaurants nearby? we're 3 miles away from chef chu's and 6 miles away from mandarin roots which one has the fastest route? chef chu's is closer. what is the address?,chef chu's is located at 593 arrowhead way.,"['you', 'have', 'have', 'fresno', 'i', 'i', 'boston', 'boston', 'on', 'on', 'hai', 'hai', 'on', 'on', 'tuesday', 'tuesday', 'tuesday', 'hail', 'wdnesday', 'quarterly', 'quarterly', 'report', 'thursday', 'thursday', 'sunday', 'tuesday', 'tuesday', 'tuesday', 'tuesday', 'sunday', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1710,where is the nearest hospital that we can get to quick?,"stanford express care is 7 miles away, though there is a car collision nearby. would you like directions there?","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'hotel', 'keen', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'the', '<unk>', '<unk>', '<eos>', '<eos>']"
1711,"where is the nearest hospital that we can get to quick? stanford express care is 7 miles away, though there is a car collision nearby. would you like directions there?  yes sounds great.","okay, heading to 214 el camino real","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'heading', 'heading', 'a', 'a', 'a', '338', '338', '338', '<unk>', '<eos>', '<eos>']"
1712,give me the location for the nearest starbucks,there are no starbucks around here but we're 4 miles away from cafe venetia: is it okay to go there?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'not', 'not', 'not', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'it', 'miles', 'away', 'away', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'it', 'it', '<unk>', '<unk>', '<eos>', '<eos>']"
1713,"give me the location for the nearest starbucks there are no starbucks around here but we're 4 miles away from cafe venetia: is it okay to go there? sure, just pick the fastest route for me, thanks!","i sent the address with the fastest route on screen, drive carefully!","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'but', 'but', 'but', 'but', 'state', 'but', 'but', 'but', 'will', 'will', 'will', 'will', 'be', 'not', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1714,remind me to go swimming at 4:50,am or pm ?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'do', 'do', 'you', 'you', '<unk>', '<eos>', '<eos>', '<eos>']"
1715,remind me to go swimming at 4:50 am or pm ? at 4:50 pm the 12th of this month.,swimming reminder has been set for the 12th at 4:50pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'i', 'i', 'i', 'on', 'the', 'the', 'the', '<unk>', 'the', 'the', 'the', 'the', 'the', 'the', 'and', 'and', 'and', 'and', 'and', 'room', 'and', 'to', 'to', 'discuss', 'the', '<unk>', '<eos>']"
1716,remind me to go swimming at 4:50 am or pm ? at 4:50 pm the 12th of this month.  swimming reminder has been set for the 12th at 4:50pm. thanks,you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'center', 'center', 'center', 'center', 'center', 'center', 'is', 'is', 'is', '<unk>', '<unk>', '<eos>']"
1717,"please tell me the location, time and parties that are attending my meeting",your next meeting is with your boss at 10 am in conference room 102.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'you', 'have', 'two', 'scheduled', 'scheduled', 'one', 'one', 'the', 'the', 'the', 'the', 'at', 'at', 'and', 'and', 'and', 'and', 'the', 'the', 'the', 'at', 'at', 'at', 'at', '<unk>', '<unk>', '<unk>']"
1718,"please tell me the location, time and parties that are attending my meeting your next meeting is with your boss at 10 am in conference room 102. great, thank you so much!",you're welcome!  did you also want to know the agenda for the meeting?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'for', 'to', 'to', 'with', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>']"
1719,what's the current weather in san francisco?,there is currently snow in san francisco,"['the', '<pad>', '<pad>', 'in', 'in', 'in', 'for', 'for', 'is', 'is', 'be', '<unk>', '<unk>', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1720,what's the current weather in san francisco? there is currently snow in san francisco okay thanks,happy to help,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'is', 'it', 'will', 'be', 'to', 'to', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1721,what time is the doctors appointment and who is attending?,"which one? i have two, one  with your father on the 3rd, and one with tom on the 9th.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'have', 'two', 'scheduled', 'scheduled', 'scheduled', 'scheduled', '<unk>', 'with', 'with', 'with', 'with', 'with', 'the', 'at', 'at', 'with', 'with', 'with', 'with', 'with', 'with', '<unk>', 'the', 'the', 'know', 'know', 'know', 'the', 'dates', '<unk>', '<eos>']"
1722,"what time is the doctors appointment and who is attending? which one? i have two, one  with your father on the 3rd, and one with tom on the 9th.  the 9th. thank you.",the appointment on the 9th is at 3 pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'not', 'to', 'to', 'to', '60f', 'tuesday', 'tuesday', 'state', '60f', '60f', '60f', '60f', 'weekend', 'weekend', 'weekend', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1723,set a reminder for the conference.,what day and time is the conference,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'have', 'is', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'is', 'is', 'is', '50', '50', '<unk>', '<unk>', '<eos>']"
1724,set a reminder for the conference.  what day and time is the conference it is on august 14th at 4pm,i have that conference set up for you to be reminded of. is there anything else you need?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', 'is', 'is', 'is', 'is', 'is', 'located', 'is', '5671', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'traffic', 'traffic', 'route', 'route', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'to', 'to', 'the', 'the', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1725,"car, find out the time and parties attending for my tennis activity.",your tennis activity is set for 11 am with jon in attendance.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'have', 'have', 'activities', 'activities', 'scheduled', '<unk>', '<unk>', 'on', 'on', 'on', '<unk>', 'the', 'another', 'another', 'another', 'another', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'at', 'that', '<unk>', '<unk>', '<unk>', '<unk>']"
1726,"car, find out the time and parties attending for my tennis activity.  your tennis activity is set for 11 am with jon in attendance. thanks",happy to help,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'a', 'a', 'a', 'with', 'with', 'with', 'with', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>']"
1727,what's the temperature going to be this week,what city would you like weather information about?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'it', 'it', 'it', 'it', 'it', 'will', 'be', '<unk>', '<unk>', '<unk>', '<unk>', 'it', 'it', 'it', 'it', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'friday', 'friday', 'friday', '<unk>', 'and', 'and', 'and', 'and', 'and', '<unk>', '<eos>', '<eos>', '<eos>']"
1728,what's the temperature going to be this week what city would you like weather information about? san jose please.,"in san jose, it is expected to be between 40-60f monday and tuesday, 70-80f wednesday, 90-100f thursday, 70-90f friday, 30-40f saturday, and 40-60f on sunday.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'to', 'to', '5', '5', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', 'to', 'to', '<unk>', '<eos>', '<eos>']"
1729,how is gonna be the weather forecast in san mateo for the next weekend?,"in san mateo it will be stormy on saturday, and hail on sunday","['<pad>', '<pad>', '<pad>', '<pad>', 'the', 'next', 'next', 'next', 'next', 'next', 'will', 'will', 'will', 'be', 'to', 'for', 'for', '<unk>', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'be', 'be', '<unk>', 'for', 'hot', 'hot', 'high', 'high', 'high', '<unk>', '<eos>', '<eos>', '<eos>']"
1730,"how is gonna be the weather forecast in san mateo for the next weekend? in san mateo it will be stormy on saturday, and hail on sunday okay, thank you",you're welcome,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'conference', 'conference', 'any', 'any', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', 'to', '<unk>', '<unk>', '<eos>']"
1731,what's the temperature going to be like this week,what city are you interested in,"['<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'in', 'in', 'will', 'will', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'friday', 'friday', 'friday', 'friday', '<unk>', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<eos>', '<eos>']"
1732,what's the temperature going to be like this week what city are you interested in los angeles,the temperature in los angeles this week reaches a low of 40f and the highest will be 100f,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'at', 'at', 'at', 'at', 'at', 'at', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'do', 'to', 'to', 'to', 'the', '<unk>', '<eos>', '<eos>']"
1733,what's the temperature going to be like this week what city are you interested in los angeles the temperature in los angeles this week reaches a low of 40f and the highest will be 100f thanks!,you're welcome. hope you have a great day.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'is', '<unk>', '<unk>', '<unk>']"
1734,find out when my next conferences,friday at 3pm,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', '<unk>', '<unk>', 'on', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'and', 'and', 'and', '<unk>', '<unk>', 'and', 'and', 'and', 'on', '<unk>', '<eos>', '<eos>']"
1735,please check the weather for this week,where are you interested in?,"['<pad>', '<pad>', 'in', 'in', 'in', 'in', '<unk>', 'it', 'be', 'be', '<unk>', 'monday', '<unk>', 'of', 'of', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', '<unk>', '<eos>', '<eos>', '<eos>']"
1736,please check the weather for this week where are you interested in? will it be stormy in camarillo?,in camarillo it will be stormy on tuesday,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'not', 'not', 'not', 'not', 'not', 'be', 'be', 'not', 'not', 'not', 'but', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'be', 'with', 'with', 'with', 'with', 'high', 'high', '<unk>', '<eos>', '<eos>']"
1737,please check the weather for this week where are you interested in? will it be stormy in camarillo? in camarillo it will be stormy on tuesday thank you!,happy to help,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'the', 'the', 'be', 'be', 'be', 'the', 'the', 'in', 'in', 'week', 'week', 'week', 'week', 'highs', 'highs', 'the', 'the', 'the', 'the', 'the', 'the', 'highs', 'highs', 'highs', 'the', '<unk>', '<eos>', '<eos>']"
