,inputs,outputs,prediction
599,hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon,"okay, scheduling a reminder for your tennis activity at dinner#time on football_activity#date with dinner#party",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with are <unk> <eos>
600,"hi car i would like to schedule a reminder for my tennis activity at 5pm on the tenth with jon okay, scheduling a reminder for your tennis activity at dinner#time on football_activity#date with dinner#party perfect, thank you!",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with are <unk> <eos>
601,what is the address of my friend's house?,friends_house#poi is at jacks_house#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> i have two <pad> have which address would you <unk> <eos>
602,what is the address of my friend's house? friends_house#poi is at jacks_house#address. get me the address to my friends house nearest my current location.,taking you to jack's house.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is day <eos>
603,what is the address of my friend's house? friends_house#poi is at jacks_house#address. get me the address to my friends house nearest my current location. taking you to jack's house. set the gps for the quickest route possible.,"i sent all the info on your screen, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is day <eos>
604,"what is the address of my friend's house? friends_house#poi is at jacks_house#address. get me the address to my friends house nearest my current location. taking you to jack's house. set the gps for the quickest route possible. i sent all the info on your screen, drive carefully! thanks!",anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is day <eos>
605,"i need to find out some info for my optometrist appointment, the date and time please.","okay, which one? i have one for lab_appointment#date at football_activity#time, and one for football_activity#date at lab_appointment#time.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <pad> see for appointment on on is on your pm <eos>
606,"i need to find out some info for my optometrist appointment, the date and time please.  okay, which one? i have one for lab_appointment#date at football_activity#time, and one for football_activity#date at lab_appointment#time. that will do, thanks.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are welcome <eos>
607,get me directions to the mall,there are the shopping_center#poi and the shopping_center#poi both Palo_Alto_Medical_Foundation#distance away: do you want me to flip a coin between them or will you pick where to go?,<pad> <pad> <pad> <pad> <pad> <pad> at 383 university ave would you like the route put on the <unk> <eos>
608,get me directions to the mall there are the shopping_center#poi and the shopping_center#poi both Palo_Alto_Medical_Foundation#distance away: do you want me to flip a coin between them or will you pick where to go? let's go at ravenswood shopping center and pick a route with no traffic please!,navigating you to shopping_center#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set <pad> glad there <unk> <eos>
609,get me directions to the mall there are the shopping_center#poi and the shopping_center#poi both Palo_Alto_Medical_Foundation#distance away: do you want me to flip a coin between them or will you pick where to go? let's go at ravenswood shopping center and pick a route with no traffic please! navigating you to shopping_center#poi. what's the address?,the address to shopping_center#poi is Ravenswood_Shopping_Center#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set <pad> glad there <unk> <eos>
610,get me directions to the mall there are the shopping_center#poi and the shopping_center#poi both Palo_Alto_Medical_Foundation#distance away: do you want me to flip a coin between them or will you pick where to go? let's go at ravenswood shopping center and pick a route with no traffic please! navigating you to shopping_center#poi. what's the address? the address to shopping_center#poi is Ravenswood_Shopping_Center#address. thanks so much for all your help.,good day!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set <pad> glad there <unk> <eos>
611,is there a grocery store within 3 miles of me?,grocery_store#poi is Mandarin_Roots#distance away at Trader_Joes#address there is currently Philz#traffic_info on the route,<pad> <pad> <pad> <pad> <pad> <pad> is is the away away away no is 1 mile is mile away <eos>
612,"is there a grocery store within 3 miles of me? grocery_store#poi is Mandarin_Roots#distance away at Trader_Joes#address there is currently Philz#traffic_info on the route ok, please give me directions via the route with least traffic.","setting navigation now. there is Pizza_Chicago#traffic_info on the way, so drive carefully.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're is directions set drive dr <eos>
613,"is there a grocery store within 3 miles of me? grocery_store#poi is Mandarin_Roots#distance away at Trader_Joes#address there is currently Philz#traffic_info on the route ok, please give me directions via the route with least traffic. setting navigation now. there is Pizza_Chicago#traffic_info on the way, so drive carefully.  thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're is directions set drive dr <eos>
614,find out if it's supposed to rain,what city are you wanting to know if it's going to rain?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city shall i check for <unk> <eos>
615,find out if it's supposed to rain what city are you wanting to know if it's going to rain? redwood city.,it will rain on lab_appointment#date in redwood city.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> rain <pad> <pad> rain to rapids <eos>
616,find out if it's supposed to rain what city are you wanting to know if it's going to rain? redwood city. it will rain on lab_appointment#date in redwood city. thank you.,"no problem, so long.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> rain <pad> <pad> rain to rapids <eos>
617,show me the nearby hospital,hospital#poi is nearby.,<pad> <pad> <pad> <pad> stanford childrens health away at 899 ames ct traffic away would you like directions <unk> <eos>
618,show me the nearby hospital hospital#poi is nearby. does stanford express care have heavy traffic nearby?,does hospital#poi have Pizza_Chicago#traffic_info nearby?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> is on at is bedoin <unk> <eos>
619,show me the nearby hospital hospital#poi is nearby. does stanford express care have heavy traffic nearby? does hospital#poi have Pizza_Chicago#traffic_info nearby? does stanford express care have heavy traffic nearby?,the route to hospital#poi does have Pizza_Chicago#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
620,show me the nearby hospital hospital#poi is nearby. does stanford express care have heavy traffic nearby? does hospital#poi have Pizza_Chicago#traffic_info nearby? does stanford express care have heavy traffic nearby? the route to hospital#poi does have Pizza_Chicago#traffic_info. any other local hospital's with no heavy traffic?,yes hospital#poi is 1 mile away with Mandarin_Roots#traffic_info. do you want the address?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
621,"show me the nearby hospital hospital#poi is nearby. does stanford express care have heavy traffic nearby? does hospital#poi have Pizza_Chicago#traffic_info nearby? does stanford express care have heavy traffic nearby? the route to hospital#poi does have Pizza_Chicago#traffic_info. any other local hospital's with no heavy traffic? yes hospital#poi is 1 mile away with Mandarin_Roots#traffic_info. do you want the address? yes, please give me the address.",nan,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
622,"show me the nearby hospital hospital#poi is nearby. does stanford express care have heavy traffic nearby? does hospital#poi have Pizza_Chicago#traffic_info nearby? does stanford express care have heavy traffic nearby? the route to hospital#poi does have Pizza_Chicago#traffic_info. any other local hospital's with no heavy traffic? yes hospital#poi is 1 mile away with Mandarin_Roots#traffic_info. do you want the address? yes, please give me the address.  quickly reboot your system car and then send me the address, thank you!","i'm sorry, i did.. and i sent the address on your screen, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your <unk> <eos>
623,i need a coffee shop within 4 miles.,coffee_or_tea_place#poi is Mandarin_Roots#distance away at Cafe_Venetia#address,<pad> <pad> <pad> <pad> <pad> away <pad> is <pad> a away and <pad> away away at setting a away <eos>
624,i need a coffee shop within 4 miles.  coffee_or_tea_place#poi is Mandarin_Roots#distance away at Cafe_Venetia#address is there a quickest route to reach it?,"setting navigation now for the quickest route. there is a Dish_Parking#traffic_info, so drive carefully.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a like a drive st <eos>
625,"i need a coffee shop within 4 miles.  coffee_or_tea_place#poi is Mandarin_Roots#distance away at Cafe_Venetia#address is there a quickest route to reach it? setting navigation now for the quickest route. there is a Dish_Parking#traffic_info, so drive carefully.  thanks!",anytime.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> a like a drive st <eos>
626,find me a hotel that is near my location.,rest_stop#poi is Valero#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there are <unk> within away <eos>
627,find me a hotel that is near my location. rest_stop#poi is Valero#distance away. please pick a quick route to go there,navigating to rest_stop#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> going you're now <eos>
628,find me a hotel that is near my location. rest_stop#poi is Valero#distance away. please pick a quick route to go there navigating to rest_stop#poi. thanks!  what is the address?,the address is The_Westin#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> going you're now <eos>
629,find me a hotel that is near my location. rest_stop#poi is Valero#distance away. please pick a quick route to go there navigating to rest_stop#poi. thanks!  what is the address? the address is The_Westin#address ok set the gps please. thanks for the help.,"you're welcome, happy to be of assistance.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> going you're now <eos>
630,where can i buy groceries?,there is a grocery_store#poi Pizza_Chicago#distance away.,<pad> <pad> <pad> <pad> there is one local grocery store called store but a car collision is noted nearby <eos>
631,where can i buy groceries? there is a grocery_store#poi Pizza_Chicago#distance away. what is the address?,grocery_store#poi is located at Safeway#address. with a Dish_Parking#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> 638 <pad> away it's away <unk> is <unk> you <unk> <unk> directions <unk> <eos>
632,"where can i buy groceries? there is a grocery_store#poi Pizza_Chicago#distance away. what is the address? grocery_store#poi is located at Safeway#address. with a Dish_Parking#traffic_info.  ouch, this sounds awful.. but patience, please set the gps to go there","i sent the fastest route on your gps, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome have a the screen <eos>
633,"where can i buy groceries? there is a grocery_store#poi Pizza_Chicago#distance away. what is the address? grocery_store#poi is located at Safeway#address. with a Dish_Parking#traffic_info.  ouch, this sounds awful.. but patience, please set the gps to go there i sent the fastest route on your gps, drive carefully! thank you car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome have a the screen <eos>
634,what is the date and time of my next meeting,your next meeting is football_activity#date at swimming_activity#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the next meeting is on friday at 1pm <eos>
635,what's the temperature going to be this week,what city are you wanting to know the temperature for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city are you inquiring <unk> <eos>
636,what's the temperature going to be this week what city are you wanting to know the temperature for? fresno,"the lowest temperature in fresno this week is predicted to be 60f, the highest, 100f",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> of <unk> <eos>
637,"what's the temperature going to be this week what city are you wanting to know the temperature for? fresno the lowest temperature in fresno this week is predicted to be 60f, the highest, 100f thanks.",no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> of <unk> <eos>
638,what is the weather going to be like today and tomorrow,which city are you wanting to know the weather for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> what <pad> <pad> <pad> <pad> <pad> hear today and tomorrow's you <unk> <eos>
639,"what is the weather going to be like today and tomorrow which city are you wanting to know the weather for? seatlle, will it be windy?",it will be windy dentist_appointment#partyorrow in seattle.,in <pad> rapids <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are will <eos>
640,"what is the weather going to be like today and tomorrow which city are you wanting to know the weather for? seatlle, will it be windy? it will be windy dentist_appointment#partyorrow in seattle. thank you.",you are welcome!,in <pad> rapids <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are will <eos>
641,get me directions to the nearest starbucks,i am unable to locate coffee_or_tea_place#poi. there is a coffee or tea place called coffee_or_tea_place#poi mile away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is like starbucks nearby <eos>
642,get me directions to the nearest starbucks i am unable to locate coffee_or_tea_place#poi. there is a coffee or tea place called coffee_or_tea_place#poi mile away. then let's go there car! please send me its address on screen and pick the fastest route for me,coffee_or_tea_place#poi is 1 mile away with Pizza_Chicago#traffic_info. it shouldn't take us long. it's located at Coupa#addressnue.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> alester ave <eos>
643,get me directions to the nearest starbucks i am unable to locate coffee_or_tea_place#poi. there is a coffee or tea place called coffee_or_tea_place#poi mile away. then let's go there car! please send me its address on screen and pick the fastest route for me coffee_or_tea_place#poi is 1 mile away with Pizza_Chicago#traffic_info. it shouldn't take us long. it's located at Coupa#addressnue.  thanks so much for the information.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> alester ave <eos>
644,is it gonna be dry in redwood city in next few days?,what day would you like the forcast for?,<pad> <pad> <pad> <pad> <pad> <pad> will be clear skies oakland it dew be dry in oakland on tuesday <eos>
645,is it gonna be dry in redwood city in next few days? what day would you like the forcast for? the next few days please,it will not be dry in redwood city next week.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> anytime <eos>
646,is it gonna be dry in redwood city in next few days? what day would you like the forcast for? the next few days please it will not be dry in redwood city next week. thanks.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> anytime <eos>
647,which one is gonna be the highest temperature in fresno this week?,football_activity#date in fresno will have the highest temperature of 90f,<pad> <pad> <pad> <pad> <pad> <pad> the temperature in be be will be temperature in in fresno in fresno <eos>
648,which one is gonna be the highest temperature in fresno this week? football_activity#date in fresno will have the highest temperature of 90f thank you.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome <eos>
649,schedule a swimming activity with tom on the 6th of this month at 2pm.,"okay, i am scheduling a swimming event with dentist_appointment#party on dentist_appointment#date at football_activity#time.",<pad> <pad> <pad> <pad> a a a swimming swimming activity ana on the 13th for next at at 2pm <eos>
650,"schedule a swimming activity with tom on the 6th of this month at 2pm. okay, i am scheduling a swimming event with dentist_appointment#party on dentist_appointment#date at football_activity#time. thank you.",not a problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to help <eos>
651,i have an eye doctors appointment on the 12th at 5 pm,i will note down your eye doctor appointment at lab_appointment#time lab_appointment#date,<pad> <pad> <pad> <pad> <pad> <pad> ok setting reminder for your eye doctor appointment on the 12th at 5 <eos>
652,take me to the mall to buy some clothes,shopping_center#poi is the closest shopping center to you. would you like the address?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the is away away place would you like like directions <unk> <eos>
653,take me to the mall to buy some clothes shopping_center#poi is the closest shopping center to you. would you like the address? yes.,"we're going to Midtown_Shopping_Center#address, there is Philz#traffic_info but it's just Mandarin_Roots#distance away",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> at <pad> to <unk> <eos>
654,"take me to the mall to buy some clothes shopping_center#poi is the closest shopping center to you. would you like the address? yes. we're going to Midtown_Shopping_Center#address, there is Philz#traffic_info but it's just Mandarin_Roots#distance away i wish to find a route with no traffic but it's okay, please send the info on the gps, thanks!",sending the address for the shopping_center#poi at Midtown_Shopping_Center#address to your gps.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> at <pad> to <unk> <eos>
655,"take me to the mall to buy some clothes shopping_center#poi is the closest shopping center to you. would you like the address? yes. we're going to Midtown_Shopping_Center#address, there is Philz#traffic_info but it's just Mandarin_Roots#distance away i wish to find a route with no traffic but it's okay, please send the info on the gps, thanks! sending the address for the shopping_center#poi at Midtown_Shopping_Center#address to your gps. thank you car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> route <pad> <pad> <pad> at <pad> to <unk> <eos>
656,i need the address to my friend's house please.,friends_house#poi is located at jills_house#address.,<pad> <pad> <pad> your <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you the is at <unk> <eos>
657,i need the address to my friend's house please.  friends_house#poi is located at jills_house#address.  could you please send on my screen the fastest route to get there?,"certainly. setting navigation details now. there's a Valero#traffic_info, so take care on the roads.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <unk> <eos>
658,"i need the address to my friend's house please.  friends_house#poi is located at jills_house#address.  could you please send on my screen the fastest route to get there? certainly. setting navigation details now. there's a Valero#traffic_info, so take care on the roads.  will do, thank you.",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to <unk> <eos>
659,find me a tea house,there is coffee_or_tea_place#poi that's Pizza_Chicago#distance away at Cafe_Venetia#address,<pad> <pad> <pad> we're the away from starbucks do you want me to highlight its you on the <unk> <eos>
660,"find me a tea house there is coffee_or_tea_place#poi that's Pizza_Chicago#distance away at Cafe_Venetia#address is there an alternate route, and is this the quickest way there?","there is Mandarin_Roots#traffic_info on our route, i've set the navigation there",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> and <pad> <pad> <pad> <pad> to dr <eos>
661,"find me a tea house there is coffee_or_tea_place#poi that's Pizza_Chicago#distance away at Cafe_Venetia#address is there an alternate route, and is this the quickest way there? there is Mandarin_Roots#traffic_info on our route, i've set the navigation there thank you.",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> and <pad> <pad> <pad> <pad> to dr <eos>
662,when is the football game,the football game is lab_appointment#date at conference#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> football at 11 am at morning <eos>
663,when is the football game the football game is lab_appointment#date at conference#time.  thank you.,my pleasure,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome welcome <eos>
664,what's the temperature going to be for the week,in what city are you asking?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city do you want the temperature <unk> <eos>
665,what's the temperature going to be for the week in what city are you asking? durham,"the temperature in durham will be: lowest temperature, low of 70f, high of 90f lab_appointment#date. highest temperature, low of 40f, high of 60f football_activity#date.",boston#tuesday temperature in temperature will be week week to and low temp and 60f high and in the 80f <eos>
666,"what's the temperature going to be for the week in what city are you asking? durham the temperature in durham will be: lowest temperature, low of 70f, high of 90f lab_appointment#date. highest temperature, low of 40f, high of 60f football_activity#date. thank you car.",you're very welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> of 80f <eos>
667,where do i live?,home is listed as 56 caldwell street.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> back <pad> at <pad> <pad> <pad> confused i'm address for <unk> <eos>
668,"where do i live? home is listed as 56 caldwell street.  it should be nearby, please pick a quick route to get there",setting quickest route home now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to are now <eos>
669,"where do i live? home is listed as 56 caldwell street.  it should be nearby, please pick a quick route to get there setting quickest route home now. thanks!",anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to are now <eos>
670,car please give me the address of a good pizza restaurant in the shortest possible distance,pizza_restaurant#poi	is Mandarin_Roots#distance away.,<pad> <pad> <pad> <pad> away away pizza to for 452 at 452 arcadia set is on to for <unk> <eos>
671,"car please give me the address of a good pizza restaurant in the shortest possible distance pizza_restaurant#poi	is Mandarin_Roots#distance away. nice, what's the address there?",the address is Pizza_Chicago#address. would you like directions there?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> screen for <unk> <eos>
672,"car please give me the address of a good pizza restaurant in the shortest possible distance pizza_restaurant#poi	is Mandarin_Roots#distance away. nice, what's the address there? the address is Pizza_Chicago#address. would you like directions there? set gps for shortest route now.","okay, heading to pizza_restaurant#poi",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> screen for <unk> <eos>
673,find the nearest shopping mall on the map,the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction,<pad> are <pad> are <pad> ravenswood shopping center would you like me to send its address on your <unk> <eos>
674,find the nearest shopping mall on the map the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction let's go to ravenswood then.,setting directions to Ravenswood_Shopping_Center#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> located <pad> <pad> drive <unk> <eos>
675,"find the nearest shopping mall on the map the nearest one is shopping_center#poi but there is a Teavfootball_activity#party#traffic_info. there is also shopping_center#poi Mandarin_Roots#distance farther but with Palo_Alto_Medical_Foundation#traffic_info on its direction let's go to ravenswood then.  setting directions to Ravenswood_Shopping_Center#address.  okay, thanks","you're welcome, always happy to help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> located <pad> <pad> drive <unk> <eos>
676,where can i get groceries?,grocery_store#poi is Pizza_Chicago#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away <pad> <pad> away you is joe's <unk> <eos>
677,"where can i get groceries? grocery_store#poi is Pizza_Chicago#distance away. okay, tell me the quickest route there.",the quickest route to grocery_store#poi at Whole_Foods#addressreet does not have any traffic.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <pad> <pad> here is the it's is to route away <eos>
678,"where can i get groceries? grocery_store#poi is Pizza_Chicago#distance away. okay, tell me the quickest route there. the quickest route to grocery_store#poi at Whole_Foods#addressreet does not have any traffic. sounds great, set the navigation for there.",gps set and have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the to you're set <eos>
679,i want tea.,we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea?,<pad> i have a location for a place that serves tea that is that away you need more <unk> <eos>
680,"i want tea. we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea? yes, what is the address?",you will find coffee_or_tea_place#poi at Starbucks#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it is the street street arbol street <eos>
681,"i want tea. we're Stanford_Express_Care#distance away from coffee_or_tea_place#poi: do you like their tea? yes, what is the address? you will find coffee_or_tea_place#poi at Starbucks#address thanks!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <unk> <eos>
682,take me to a place where i can get some hot tea,coffee_or_tea_place#poi is nearby and serves tea.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is a peets coffee and a close close by <eos>
683,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic?,The_Westin#traffic_info to coffee_or_tea_place#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there <pad> on are <unk> <eos>
684,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address.,coffee_or_tea_place#poi's address is Coupa#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there <pad> on are <unk> <eos>
685,take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address. coffee_or_tea_place#poi's address is Coupa#address. is there an alternate route with no traffic?,no but coffee_or_tea_place#poi is just 1 mile away and has The_Westin#traffic_info so we should be able to get there quicker. how does that sound?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there <pad> on are <unk> <eos>
686,"take me to a place where i can get some hot tea coffee_or_tea_place#poi is nearby and serves tea. how's the traffic? The_Westin#traffic_info to coffee_or_tea_place#poi. give me the address. coffee_or_tea_place#poi's address is Coupa#address. is there an alternate route with no traffic? no but coffee_or_tea_place#poi is just 1 mile away and has The_Westin#traffic_info so we should be able to get there quicker. how does that sound? it sounds great! thank you car, let's navigate there please!","ok, initiating navigation.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there <pad> on are <unk> <eos>
687,directions to nearest barista,"the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the nearest <pad> is <pad> away here are directions the <unk> <eos>
688,"directions to nearest barista the nearer cafe is coffee_or_tea_place#poi, it's Mandarin_Roots#distance away and there is a Peets_Coffee#traffic_info is there another coffee shop that situated on a route with no traffic?",i'm afraid that coffee_or_tea_place#poi is the best option in this moment. i sent on your screen the directions to reach there tmeeting#partyough another route,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 269 alger <unk> <eos>
