,inputs,outputs
4898,what time is my swimming lessons scheduled,your swimming activity is at 3 pm.
4899,find my home address near my location.,your home is at 10 ames street.
4900,"find my home address near my location. your home is at 10 ames street. please pick a quick route to get there, i need bathroom!!",displaying the quickest route now.
4901,"find my home address near my location. your home is at 10 ames street. please pick a quick route to get there, i need bathroom!! displaying the quickest route now.  thanks for the information.",you're welcome.
4902,"give me the address and directions by the route with no traffic to home, please.",home is located 7 miles away at 5671 barringer street in moderate traffic. setting directions now.
4903,"give me the address and directions by the route with no traffic to home, please.  home is located 7 miles away at 5671 barringer street in moderate traffic. setting directions now.  thank you car!","you're welcome, have a great day."
4904,show me this week's forecast,which city would you like a weekly forecast of?
4905,show me this week's forecast which city would you like a weekly forecast of? tell me if it will drizzle in atherton this week,it's not gonna be drizzle this week in atherton
4906,show me this week's forecast which city would you like a weekly forecast of? tell me if it will drizzle in atherton this week it's not gonna be drizzle this week in atherton thank you!,you're welcome!
4907,find out if it is misty in seattle today.,"yes, it is misty in seattle today"
4908,"find out if it is misty in seattle today. yes, it is misty in seattle today this isn't good at all but thank you car!","i'm sorry, i wish i could always give you only good news"
4909,find a coffee shop near my location.,palo alto cafe	is 4 miles away.
4910,find a coffee shop near my location. palo alto cafe	is 4 miles away. what is the address?,palo alto cafe is 4 miles away at 436 alger dr. but a car collision is being reported nearby. do you still want to go?
4911,"find a coffee shop near my location. palo alto cafe	is 4 miles away. what is the address? palo alto cafe is 4 miles away at 436 alger dr. but a car collision is being reported nearby. do you still want to go? yes, please, just select the fastest route","i just sent on your screen the best available route, drive carefully!"
4912,"find a coffee shop near my location. palo alto cafe	is 4 miles away. what is the address? palo alto cafe is 4 miles away at 436 alger dr. but a car collision is being reported nearby. do you still want to go? yes, please, just select the fastest route i just sent on your screen the best available route, drive carefully! thanks for all the help.","you're welcome, glad i could help."
4913,find me a nearby coffee shop where i can sit and have some coffee,"the nearest coffee shop is cafe venetia, located at 269 alger drive, about 7 miles from you."
4914,"find me a nearby coffee shop where i can sit and have some coffee the nearest coffee shop is cafe venetia, located at 269 alger drive, about 7 miles from you.  please pick a quick route and let's go there!",setting navigation to 269 alger dr now.
4915,"find me a nearby coffee shop where i can sit and have some coffee the nearest coffee shop is cafe venetia, located at 269 alger drive, about 7 miles from you.  please pick a quick route and let's go there! setting navigation to 269 alger dr now.  thank you.",you're welcome!
4916,will it rain this week,where do you want to know if it will rain
4917,"will it rain this week where do you want to know if it will rain in san mateo, please.",it might rain in san mateo today and on sunday
4918,"will it rain this week where do you want to know if it will rain in san mateo, please. it might rain in san mateo today and on sunday okay, great. thank you!",you're very welcome.
4919,what will the weather be like in the city,which city are you wanting information for?
4920,"what will the weather be like in the city which city are you wanting information for? redwood city. tell me, will it be foggy tomorrow?",there is no fog predicted for redwood city tomorrow.
4921,"what will the weather be like in the city which city are you wanting information for? redwood city. tell me, will it be foggy tomorrow? there is no fog predicted for redwood city tomorrow. thank you.",you are welcome.
4922,what time is my next yoga activity and who will be attending?,your next yoga activity is with jeff at 7pm.
4923,what time is my next yoga activity and who will be attending? your next yoga activity is with jeff at 7pm. thanks for your help.,you are very welcome.
4924,where is a rest stop within 5 miles?,four seasons is 2 miles away. want the address?
4925,where is a rest stop within 5 miles? four seasons is 2 miles away. want the address? yes.,the four seasons is 2 miles away at 465 arcadia pl.
4926,where is a rest stop within 5 miles? four seasons is 2 miles away. want the address? yes. the four seasons is 2 miles away at 465 arcadia pl.  set gps for a route with no traffic if possible.,there is no traffic on our way and you should arrive in few minutes
4927,"where is a rest stop within 5 miles? four seasons is 2 miles away. want the address? yes. the four seasons is 2 miles away at 465 arcadia pl.  set gps for a route with no traffic if possible. there is no traffic on our way and you should arrive in few minutes perfect, thanks.",anytime!
4928,please give me the address and directions via a route with no traffic to a nearby grocery store.,"sigona farmers market is located at 638 amherst st, 6 miles away in heavy traffic. would you like directions there?"
4929,"please give me the address and directions via a route with no traffic to a nearby grocery store.  sigona farmers market is located at 638 amherst st, 6 miles away in heavy traffic. would you like directions there? yes, please.",setting navigation to sigona farmers market now.
4930,"please give me the address and directions via a route with no traffic to a nearby grocery store.  sigona farmers market is located at 638 amherst st, 6 miles away in heavy traffic. would you like directions there? yes, please.  setting navigation to sigona farmers market now.  thank you car!",you're welcome!
4931,is it misty in san francisco now?,"no, in san francisco the weather is overcast now"
4932,"is it misty in san francisco now? no, in san francisco the weather is overcast now thank you.",you're welcome!
4933,what's the weekly forecast for cleveland,during the next week the weather in cleveland will be mostly cloudy and raining.
4934,what's the weekly forecast for cleveland during the next week the weather in cleveland will be mostly cloudy and raining. is there any frost predicted?,"no, there isn't any frost prediction"
4935,"what's the weekly forecast for cleveland during the next week the weather in cleveland will be mostly cloudy and raining. is there any frost predicted? no, there isn't any frost prediction thanks!",no problem.
4936,will it rain anytime in the next week,where would you like me to check to see if it will be raining during the week?
4937,will it rain anytime in the next week where would you like me to check to see if it will be raining during the week? check compton for me.,it will rain on thursday in compton.
4938,will it rain anytime in the next week where would you like me to check to see if it will be raining during the week? check compton for me. it will rain on thursday in compton. thanks.,you are welcome.
4939,what's today's and tomorrow's forecast,for what location do you need the forecast for today and tomorrow?
4940,what's today's and tomorrow's forecast for what location do you need the forecast for today and tomorrow?  i would like to know if it's going to be hot in atherton.,it will be cold today in altherton but tomorrow is going to be high near 100 with low near 90.
4941,find me a gas station i could get to the quickest.,i only have one gas station listed but there is heavy traffic on route. would you like to know more?
4942,find me a gas station i could get to the quickest. i only have one gas station listed but there is heavy traffic on route. would you like to know more? what is the address?,valero is located at 200 alester avenue. anything else?
4943,"find me a gas station i could get to the quickest. i only have one gas station listed but there is heavy traffic on route. would you like to know more? what is the address? valero is located at 200 alester avenue. anything else? could you please activate the massage system on the seat? i feel broken, uff.. and yes, please pick the quickest way to get there too, thank you!","i sent the info on your screen and sorry about the massage, the seat it's broken... you're welcome!"
4944,what is the date and time of my next tennis activity?,your next tennis activity is on the 1st at 1pm.
4945,what is the date and time of my next tennis activity? your next tennis activity is on the 1st at 1pm. thanks!,"my pleasure, goodbye."
4946,car please send me the address of some hotel in the area,hotel keen is at 578 arbol dr.
4947,car please send me the address of some hotel in the area hotel keen is at 578 arbol dr. thanks!,you're welcome. happy to help.
4948,i need a hospital within 5 miles of me and the quickest route please.,stanford express care is located at 214 el camino real. would you like directions there?
4949,i need a hospital within 5 miles of me and the quickest route please. stanford express care is located at 214 el camino real. would you like directions there? yes please.,setting navigation now.
4950,i need a hospital within 5 miles of me and the quickest route please. stanford express care is located at 214 el camino real. would you like directions there? yes please.  setting navigation now.  is there supposed to be any traffic?,"there is a car collision nearby, do you still want to go?"
4951,"i need a hospital within 5 miles of me and the quickest route please. stanford express care is located at 214 el camino real. would you like directions there? yes please.  setting navigation now.  is there supposed to be any traffic? there is a car collision nearby, do you still want to go? yes and thank you","the directions are on your screen, you're welcome!"
4952,show me the nearest starbucks,the nearest starbucks is 6 miles away.
4953,show me the nearest starbucks the nearest starbucks is 6 miles away. give me the address.,the address to the nearest starbucks is 792 bedoin street.
4954,"show me the nearest starbucks the nearest starbucks is 6 miles away. give me the address. the address to the nearest starbucks is 792 bedoin street. thank you car, please pick a quick route and let's go there",you got it!
4955,what's the weather going to be like in the city on thursday,in what city are you inquiring?
4956,what's the weather going to be like in the city on thursday in what city are you inquiring? i need the weather for thursday. i am in seattle.,in seattle it will be raining on thursday
4957,what's the weather going to be like in the city on thursday in what city are you inquiring? i need the weather for thursday. i am in seattle.  in seattle it will be raining on thursday okay thanks.,you're welcome!
4958,i'm taking medicine at 7pm with marie,"alright, setting a reminder to take medicine at 7 pm with marie."
4959,"i'm taking medicine at 7pm with marie alright, setting a reminder to take medicine at 7 pm with marie. thank you.","not a problem, have a good day."
4960,navigate to the nearest place to get coffee,palo alto cafe is the nearest place to get coffee at 5 miles away at 436 alger drive.
4961,navigate to the nearest place to get coffee palo alto cafe is the nearest place to get coffee at 5 miles away at 436 alger drive.  thanks.,you're welcome.
4962,reminder to take medicine.,what time and day would you like the reminder to take medicine?
4963,"reminder to take medicine.  what time and day would you like the reminder to take medicine? at 9 am on the 1st, with my father.",reminder set to take medicine at 9 am on the 1st with your father.  is there anything else i can help you with?
4964,"reminder to take medicine.  what time and day would you like the reminder to take medicine? at 9 am on the 1st, with my father. reminder set to take medicine at 9 am on the 1st with your father.  is there anything else i can help you with? that is it, thank you.",no problem
4965,tell me the weather for this week,what city are you wanting to know the weather for?
4966,tell me the weather for this week what city are you wanting to know the weather for? san mateo please.,"for san mateo, it is expected to be 40-60f on monday, 60-70f tuesday, 30-40f wednesday, 70-90f thursday, and 80-100f friday to sunday."
4967,"tell me the weather for this week what city are you wanting to know the weather for? san mateo please. for san mateo, it is expected to be 40-60f on monday, 60-70f tuesday, 30-40f wednesday, 70-90f thursday, and 80-100f friday to sunday. will it be foggy in san mateo at all?",it will be foggy monday and tuesday in san mateo.
4968,can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room,your business meeting with the executive team in conference room 100 is set for wednesday at 1 pm to discuss to go over budget.
4969,can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room your business meeting with the executive team in conference room 100 is set for wednesday at 1 pm to discuss to go over budget.  thanks,you are welcome
4970,is there snow in the forecast for the week,what city do you want the forecast for?
4971,is there snow in the forecast for the week what city do you want the forecast for? brentwood,it's not gonna snow in brentwood this week
4972,is there snow in the forecast for the week what city do you want the forecast for? brentwood it's not gonna snow in brentwood this week thank you car!,anytime!
4973,take me to a fast food restaurant,pizza chicago and chef chu's (chinese) are  located 5 miles away. would you like directions to either of those?
4974,take me to a fast food restaurant pizza chicago and chef chu's (chinese) are  located 5 miles away. would you like directions to either of those? give me the pizza chicago directions please.,i will display the directions to pizza chicago for you now.
4975,"take me to a fast food restaurant pizza chicago and chef chu's (chinese) are  located 5 miles away. would you like directions to either of those? give me the pizza chicago directions please. i will display the directions to pizza chicago for you now.  thank you car, pick a quick route if available!",there is a road block nearby but i sent on your screen the best route available
4976,"take me to a fast food restaurant pizza chicago and chef chu's (chinese) are  located 5 miles away. would you like directions to either of those? give me the pizza chicago directions please. i will display the directions to pizza chicago for you now.  thank you car, pick a quick route if available! there is a road block nearby but i sent on your screen the best route available thank you.",you are welcome.
4977,what time is the meeting,the meeting is at 3 pm.
4978,i need to set a reminder for dinner.,for what day and time would you like to set this?
4979,i need to set a reminder for dinner.  for what day and time would you like to set this? it is for monday at 6 pm.,reminder set for dinner on monday at 6 pm.  is there anything else?
4980,"i need to set a reminder for dinner.  for what day and time would you like to set this? it is for monday at 6 pm. reminder set for dinner on monday at 6 pm.  is there anything else? it's on august 8th, with tom. it's also at 10pm, not 6pm.",setting a reminder for dinner on monday at 10 pm with tom.
4981,get the address to a chinese restaurant that i could get to the quickest.,chef chu's is a chinese restaurant located 6 miles way. there is currently heavy traffic though.
4982,get the address to a chinese restaurant that i could get to the quickest. chef chu's is a chinese restaurant located 6 miles way. there is currently heavy traffic though. what is the address?,"593 arrowhead way, we're 6 miles away: would you like me to set the route on your screen?"
4983,"get the address to a chinese restaurant that i could get to the quickest. chef chu's is a chinese restaurant located 6 miles way. there is currently heavy traffic though. what is the address? 593 arrowhead way, we're 6 miles away: would you like me to set the route on your screen? yes please.",okay headed to chef chu's chinese restaurant
4984,directions to local cafe,there is starbucks 1 miles away with heavy traffic and philz 3 miles away with moderate traffic
4985,directions to local cafe there is starbucks 1 miles away with heavy traffic and philz 3 miles away with moderate traffic pick the one with the shortest distance please,"starbucks at 792 bedoin street, there is heavey traffic, would you like the route information?"
4986,"directions to local cafe there is starbucks 1 miles away with heavy traffic and philz 3 miles away with moderate traffic pick the one with the shortest distance please starbucks at 792 bedoin street, there is heavey traffic, would you like the route information? yes please set the navigation. thanks.",you're welcome. have a good day.
4987,on monday will there be a blizzard in boston?,there will not be a blizzard in boston on monday.
4988,on monday will there be a blizzard in boston? there will not be a blizzard in boston on monday. thanks.,you're welcome.
4989,give me directions to the nearest starbucks,there is no starbucks nearby.
4990,give me directions to the nearest starbucks there is no starbucks nearby. any other place for coffee?,coupa is nearby for coffee.
4991,give me directions to the nearest starbucks there is no starbucks nearby. any other place for coffee? coupa is nearby for coffee. can you get me the address?,"the address is 394 van ness ave, i sent it on your screen"
4992,"give me directions to the nearest starbucks there is no starbucks nearby. any other place for coffee? coupa is nearby for coffee. can you get me the address? the address is 394 van ness ave, i sent it on your screen set my gps for the quickest route now.",you're all set!
4993,where is the nearest rest stop?,the closeest rest stop is comfort inn which is 1 mile away.
4994,where is the nearest rest stop? the closeest rest stop is comfort inn which is 1 mile away.  what is the address?,comfort inn is at 753 university ave.
4995,where is the nearest rest stop? the closeest rest stop is comfort inn which is 1 mile away.  what is the address? comfort inn is at 753 university ave. set the navigation and thank you so much for the help.,you're welcome and navigation is all set.
4996,"i'm kind of hungry, locate a pizza shop.",there is a pizza chicago 6 miles away.
4997,"i'm kind of hungry, locate a pizza shop. there is a pizza chicago 6 miles away. what is the address?",pizza chicago	is at 915 arbol dr.
4998,"i'm kind of hungry, locate a pizza shop. there is a pizza chicago 6 miles away. what is the address? pizza chicago	is at 915 arbol dr. thanks!",you're welcome.
4999,i know what time my doctor's appointment is,your appointment is on friday at 11 am.
5000,"please give me the address and directions to the nearest parking garage, avoiding all heavy traffic.",palo alto garage r is 1 mile away at 481 amaranta ave. with moderate traffic noted.
5001,"please give me the address and directions to the nearest parking garage, avoiding all heavy traffic.  palo alto garage r is 1 mile away at 481 amaranta ave. with moderate traffic noted.  ok, please give me directions via a route that avoids all heavy traffic.",setting fastest route to palo alto garage r.
5002,"please give me the address and directions to the nearest parking garage, avoiding all heavy traffic.  palo alto garage r is 1 mile away at 481 amaranta ave. with moderate traffic noted.  ok, please give me directions via a route that avoids all heavy traffic.  setting fastest route to palo alto garage r.  thank you car assistant!",you're welcome!
5003,check the weather,what city would you like weather information for?
5004,check the weather what city would you like weather information for? will it rain in durham in the next two days?,there is no rain scheduled in durham for the next two days.
5005,what is the address for home?,"your home is at 5671 barringer street, we're 8 miles away and there is a road block nearby"
5006,"what is the address for home?  your home is at 5671 barringer street, we're 8 miles away and there is a road block nearby please pick a quick route and let's go there!",setting the quickest route to home at 5672 barringer street.
5007,"what is the address for home?  your home is at 5671 barringer street, we're 8 miles away and there is a road block nearby please pick a quick route and let's go there! setting the quickest route to home at 5672 barringer street.  thank you car!",no problem
5008,take me to a place where i can get some hot tea,there is a peets coffee and a teavana close by.
5009,take me to a place where i can get some hot tea there is a peets coffee and a teavana close by. which one is the fastest to reach?,both are 4 miles away and neither have traffic
5010,"take me to a place where i can get some hot tea there is a peets coffee and a teavana close by. which one is the fastest to reach? both are 4 miles away and neither have traffic let's try teavana then, map a route and let's go there.",i sent to your screen a route with no traffic: drive carefully!
5011,"take me to a place where i can get some hot tea there is a peets coffee and a teavana close by. which one is the fastest to reach? both are 4 miles away and neither have traffic let's try teavana then, map a route and let's go there.  i sent to your screen a route with no traffic: drive carefully! thanks for the help.",you're welcome.
5012,what route can i take home to avoid traffic,"there is no traffic in this moment and we're just 5 miles away from home, you will reach in few minutes"
5013,"what route can i take home to avoid traffic there is no traffic in this moment and we're just 5 miles away from home, you will reach in few minutes thank you very much car, please send the address on the screen and let's go there!",home is located at 10 ames street. we should be there soon.
5014,"what route can i take home to avoid traffic there is no traffic in this moment and we're just 5 miles away from home, you will reach in few minutes thank you very much car, please send the address on the screen and let's go there! home is located at 10 ames street. we should be there soon.  thanks car.",goodbye.
5015,is snow forecasted this week,what city do you want to find out if it is snowing in?
5016,"is snow forecasted this week what city do you want to find out if it is snowing in? corona, please!",there is no snow in the forecast for corona.
5017,"is snow forecasted this week what city do you want to find out if it is snowing in? corona, please! there is no snow in the forecast for corona. thank you",you are welcome.
5018,will there be drizzle in camarillo this week?,there will be rain on tuesday but no drizzle in the forecast for camarillo this week.
5019,will there be drizzle in camarillo this week? there will be rain on tuesday but no drizzle in the forecast for camarillo this week.  thank you,no problem
5020,what is the weather,please tell me the city you would like the weather for?
5021,"what is the weather please tell me the city you would like the weather for? in durham, please.",what would you like to know about the weather in durham?
5022,"what is the weather please tell me the city you would like the weather for? in durham, please.  what would you like to know about the weather in durham? the forecast today.",it is raining with temperatures between 90-100f in durham.
5023,"what is the weather please tell me the city you would like the weather for? in durham, please.  what would you like to know about the weather in durham? the forecast today. it is raining with temperatures between 90-100f in durham. alright, thanks",no problem! you are welcome.
5024,what is the weather forecast like in the city,can you tell me what city i should give you the weather information about?
5025,"what is the weather forecast like in the city can you tell me what city i should give you the weather information about? find out if there will be snow in cleveland this wednesday, please.",there will be no snow this wednesday in cleveland.
5026,"what is the weather forecast like in the city can you tell me what city i should give you the weather information about? find out if there will be snow in cleveland this wednesday, please.  there will be no snow this wednesday in cleveland.  thank you.",you're welcome.
5027,"schedule a conference at 4pm, on the 1st, with hr",scheduling a conference at 4pm on the 1st with hr
5028,"schedule a conference at 4pm, on the 1st, with hr scheduling a conference at 4pm on the 1st with hr  thank you.",glad to help
5029,schedule a dentist appointment on the 8th at 1 pm with my aunt.,i will schedule a dentist appointment on the 8th at 1pm with aunt.
5030,schedule a dentist appointment on the 8th at 1 pm with my aunt. i will schedule a dentist appointment on the 8th at 1pm with aunt. thank you.,you're welcome
5031,i need the quickest route to a gas station please.,the quickest route to a gas station is through moderate traffic. would you like more info?
5032,i need the quickest route to a gas station please.  the quickest route to a gas station is through moderate traffic. would you like more info? yes please send me the address and how's the traffic?,valero is at 200 alester ave and there is moderate traffic.
5033,i need the quickest route to a gas station please.  the quickest route to a gas station is through moderate traffic. would you like more info? yes please send me the address and how's the traffic? valero is at 200 alester ave and there is moderate traffic. thank you.,you are welcome.
5034,navigate to my friend's home please,i do not have an address for your friend's home.
5035,navigate to my friend's home please i do not have an address for your friend's home. well let's go home then.,"setting navigation to 56 cadwell street now. it is 4 miles away but there is a road block nearby, so drive carefully."
5036,"navigate to my friend's home please i do not have an address for your friend's home. well let's go home then.  setting navigation to 56 cadwell street now. it is 4 miles away but there is a road block nearby, so drive carefully.  thanks a lot",you're welcome!
5037,give me the 7 day weather forecast,what city do you want the weather for?
5038,give me the 7 day weather forecast what city do you want the weather for? san mateo.,"it will be warm in the beginning of the week and turn to rain and snow in san mateo next week.  it will be 30-40f monday, 70-80f tuesday, 60-70f wednesday, 30-40f thursday, 90-100f friday, 90-100f saturday, and 40-60f sunday."
5039,"give me the 7 day weather forecast what city do you want the weather for? san mateo. it will be warm in the beginning of the week and turn to rain and snow in san mateo next week.  it will be 30-40f monday, 70-80f tuesday, 60-70f wednesday, 30-40f thursday, 90-100f friday, 90-100f saturday, and 40-60f sunday. will it be windy at all next week in san mateo?",it will not be windy in san mateo next week.
5040,"give me the 7 day weather forecast what city do you want the weather for? san mateo. it will be warm in the beginning of the week and turn to rain and snow in san mateo next week.  it will be 30-40f monday, 70-80f tuesday, 60-70f wednesday, 30-40f thursday, 90-100f friday, 90-100f saturday, and 40-60f sunday. will it be windy at all next week in san mateo? it will not be windy in san mateo next week. thanks for the info.",anytime.
5041,what time is my doctor appointment,it is tuesday at 1 pm.
5042,"what time is my doctor appointment it is tuesday at 1 pm. okay, thanks.",you're welcome.
5043,i want tea.,i have a location for a place that serves tea that is 5 miles away. you need more info?
5044,i want tea. i have a location for a place that serves tea that is 5 miles away. you need more info? what is the address?,palo alto cafe is located at 463 alger dr. want me to set the gps?
5045,i want tea. i have a location for a place that serves tea that is 5 miles away. you need more info? what is the address? palo alto cafe is located at 463 alger dr. want me to set the gps? yes please. thank you.,"you're welcome, glad i could help you."
5046,remind me of the time for today's dinner,today's dinner is at 5 pm.
5047,will it be hot in brentwood on wednesday?,"no, on wednesday it will be foggy in brentwood"
5048,"will it be hot in brentwood on wednesday? no, on wednesday it will be foggy in brentwood thanks.",anytime.
5049,which one is gonna be the highest temperature tomorrow in durham?,the highest temperature in durham is predicted to be 50 tomorrow
5050,which one is gonna be the highest temperature tomorrow in durham? the highest temperature in durham is predicted to be 50 tomorrow thank you.,anytime.
5051,schedule a yoga activity with alex for the 2nd at 1pm.,scheduling yoga activity with alex for the 2nd at 1pm.
5052,schedule a swimming activity with my brother for next wednesday at 2pm.,"okay, scheduling a swimming activity with your brother for next wednesday at 2pm."
5053,please show me the weekly weather report,which city would you like the weekly weather report for?
5054,please show me the weekly weather report which city would you like the weekly weather report for? los angeles,"snow, overcast, drizzle, clear and foggy skies are predicted this week in los angeles"
5055,"please show me the weekly weather report which city would you like the weekly weather report for? los angeles snow, overcast, drizzle, clear and foggy skies are predicted this week in los angeles alright, thanks",my pleasure driver.
5056,what date and time is my football activity?,your football activity is on the 13th at 10 am
5057,what date and time is my football activity? your football activity is on the 13th at 10 am okay thanks.,you're welcome
5058,schedule a reminder for a doctor appointment with my father on august 22nd at 10am,"okay, setting a reminder for your doctor's appointment on august the 22nd at 10 am with your father."
5059,"schedule a reminder for a doctor appointment with my father on august 22nd at 10am okay, setting a reminder for your doctor's appointment on august the 22nd at 10 am with your father. thank you.",you are welcome.
5060,tomorrow's forecast,what city are you interested in?
5061,tomorrow's forecast what city are you interested in? tomorrow's forecast for boston.,"tomorrow in boston there will be clear skies, and a low of 20f with a high of 40f."
5062,"tomorrow's forecast what city are you interested in? tomorrow's forecast for boston. tomorrow in boston there will be clear skies, and a low of 20f with a high of 40f. okay, thanks!",you're welcome!
5063,look up the seven day forecast in redwood city and find out if it will be foggy at all.,it will not be foggy in redwood city this week.
5064,"look up the seven day forecast in redwood city and find out if it will be foggy at all. it will not be foggy in redwood city this week.  alright, thanks",anytime.
5065,when will my lab results be in,"you have a lab appointment this wednesday at 7 pm. i don't know when labs wil be available, though."
5066,what is the temperature,for what city?
5067,"what is the temperature for what city? compton, on friday please","on friday the temperature in compton will be low of 80f, and high of 90f"
5068,"what is the temperature for what city? compton, on friday please on friday the temperature in compton will be low of 80f, and high of 90f thanks.",no problem!
5069,bring me to the nearest grocery store,"the nearest grocery store is sigona farmers market 4 miles away, would you like directions?"
5070,"bring me to the nearest grocery store the nearest grocery store is sigona farmers market 4 miles away, would you like directions? yes please.",i will start navigating now.
5071,can i get the two day weather report,what city would you like to know about?
5072,"can i get the two day weather report what city would you like to know about? inglewood, will it snow anytime in the next two days","the weather forecast in inglewood today shows a blizzard, while tomorrow there will be frost."
5073,"can i get the two day weather report what city would you like to know about? inglewood, will it snow anytime in the next two days the weather forecast in inglewood today shows a blizzard, while tomorrow there will be frost. thanks.",have a good day.
5074,what is the low today in brentwood?,the low temperature in brentwood today is 20f
5075,what is the low today in brentwood? the low temperature in brentwood today is 20f thank you car!,you're welcome.
5076,will there be drizzle on tuesday,what location do you want the weather for?
5077,will there be drizzle on tuesday what location do you want the weather for? grand rapids,there is a forecast of rain on tuesday with a low of 20f and a high of 40f.
5078,will there be drizzle on tuesday what location do you want the weather for? grand rapids there is a forecast of rain on tuesday with a low of 20f and a high of 40f. thanks.,anytime.
5079,set reminder to make doctor's appointment,what time is your appointment?
5080,set reminder to make doctor's appointment what time is your appointment? my appointment is on the 12th of this month at 10am.  please set a reminder for that date and time.,okay. i have set a reminder for the doctor's appointment on the 12th of this month at 10am.
5081,what time does my next dinner gathering start and who will be attending?,your next dinner gathering is the 12th at 7 pm with marie.
5082,"what time does my next dinner gathering start and who will be attending? your next dinner gathering is the 12th at 7 pm with marie. ok, will anyone else be attending?","no, just martha."
5083,"what time does my next dinner gathering start and who will be attending? your next dinner gathering is the 12th at 7 pm with marie. ok, will anyone else be attending? no, just martha.  ok, thanks.","you're welcome, goodbye."
5084,what is the forecast in my city,what is your city?
5085,what is the forecast in my city what is your city? i am in compton.,what would you like to know about the weather in compton?
5086,what is the forecast in my city what is your city? i am in compton. what would you like to know about the weather in compton? tell me the forecast for the next few days,it will be hot on monday between 70-90f and drizzling on tuesday between 90-100f.
5087,what is the forecast in my city what is your city? i am in compton. what would you like to know about the weather in compton? tell me the forecast for the next few days it will be hot on monday between 70-90f and drizzling on tuesday between 90-100f. thanks.,you are welcome.
5088,what time is the football game,the football game starts at 11 am friday morning.
5089,hello car. hi i want to find out the time and the parties attending my lab appointment please.,your sister will be in attendance at your 3 pm lab appointment
5090,"hello car. hi i want to find out the time and the parties attending my lab appointment please.  your sister will be in attendance at your 3 pm lab appointment great, thanks.",happy to help
5091,find me a gas station that i could get to with the least amount of traffic.,there is a chevron 1 mile away.
5092,find me a gas station that i could get to with the least amount of traffic. there is a chevron 1 mile away. where is it located?,chevron is at 783 arcadia pl.
5093,find me a gas station that i could get to with the least amount of traffic. there is a chevron 1 mile away. where is it located? chevron is at 783 arcadia pl. okay thank you,"happy to help, have a great day."
5094,find me the nearest grocery store,"the nearest one is whole foods, it's 6 miles away and there is a road block nearby"
5095,"find me the nearest grocery store the nearest one is whole foods, it's 6 miles away and there is a road block nearby ok, can you get us there?",yes i can get you to whole foods at 819 alma st. want me to set the navigation?
5096,"find me the nearest grocery store the nearest one is whole foods, it's 6 miles away and there is a road block nearby ok, can you get us there? yes i can get you to whole foods at 819 alma st. want me to set the navigation? yes, please pick the quickest route to get there, thank you!",you are welcome
5097,please check the weather for this week,"alright, what location are you asking about?"
5098,"please check the weather for this week alright, what location are you asking about? will it be warm in san mateo?",it will not be warm in san mateo.
5099,"please check the weather for this week alright, what location are you asking about? will it be warm in san mateo? it will not be warm in san mateo. okay, thanks for checking!",no problem!
5100,find what time my lab appointment is for,"you have 3 appointments doctor, optometrist and dentist"
5101,"find what time my lab appointment is for you have 3 appointments doctor, optometrist and dentist  the one for the doctor",your doctor's appointment is monday at 11 am.
5102,"find what time my lab appointment is for you have 3 appointments doctor, optometrist and dentist  the one for the doctor your doctor's appointment is monday at 11 am. nice! thank you.",no problem!
5103,show me the nearby hospital,"stanford childrens health is at 899 ames ct, 4 miles away. would you like directions there?"
5104,"show me the nearby hospital stanford childrens health is at 899 ames ct, 4 miles away. would you like directions there?  yes sounds good.","there is heavy traffic but i picked another route for you. i sent all the info on your screen, drive carefully!"
5105,"show me the nearby hospital stanford childrens health is at 899 ames ct, 4 miles away. would you like directions there?  yes sounds good.  there is heavy traffic but i picked another route for you. i sent all the info on your screen, drive carefully! thank you.",you are welcome.
5106,local chinese restaurant is needed pronto.,mandarin roots is a chinese restaurant located 1 mile away.
5107,local chinese restaurant is needed pronto. mandarin roots is a chinese restaurant located 1 mile away. what's the address?,271 springer street is the address for mandarin roots.
5108,local chinese restaurant is needed pronto. mandarin roots is a chinese restaurant located 1 mile away. what's the address? 271 springer street is the address for mandarin roots. thanks!,you're welcome and happy to help.
5109,"i need to find a hospital quickly, without any heavy traffic",stanford express care is 5 miles away with no traffic. would you like directions there?
5110,"i need to find a hospital quickly, without any heavy traffic stanford express care is 5 miles away with no traffic. would you like directions there?  yes, where is it?","its address is 214 el camino real, i sent its position on your screen"
5111,"i need to find a hospital quickly, without any heavy traffic stanford express care is 5 miles away with no traffic. would you like directions there?  yes, where is it? its address is 214 el camino real, i sent its position on your screen thank you",you're welcome!
5112,when's my next scheduled yoga class,your next yoga class is at 1pm on tuesday.
5113,when's my next scheduled yoga class your next yoga class is at 1pm on tuesday.  okay thank you!,you're welcome.
5114,quickest route home,"there is heavy traffic on our way home but we're just 5 miles away, it won't take too long to reach"
5115,"quickest route home there is heavy traffic on our way home but we're just 5 miles away, it won't take too long to reach ok give me the address and set the route please.",setting route to 5671 barringer street now.
5116,"quickest route home there is heavy traffic on our way home but we're just 5 miles away, it won't take too long to reach ok give me the address and set the route please. setting route to 5671 barringer street now. pick the quickest one please, and thank you!","that's the quickest available route, gps set. have a great day."
5117,i know what time my doctor's appointment is,your doctor's appointment on wednesday is at 10 m.
5118,directions to the nearest grocery store,"the nearest grocery store is whole foods at 819 alma st, 1 mile away. would you like directions there?"
